name,description,brewery,real,createdAt,abv,type
Gryning Pale Ale,"Kryddig smak med tydlig beska, inslag av ingefära, rosmarin, lakrits och kardemumma.",Motby Bryggeri,false,2026-03-14T00:00:00,4.6,Pale Ale
Gryning NEIPA,"Maltig smak, inslag av tallbarr, tallkåda, nötter och torkad frukt.",Ödsby Brygghus,false,2026-03-14T00:00:00,6.5,New England IPA
Gryning Stout,"Fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, tallbarr, citron och mango.",Parkby Brewing,false,2026-03-14T00:00:00,5.4,Stout
Gryning Sour,"Maltig smak med, inslag av honung, ljust bröd, apelsinskal och kaffe.",Rydby Bryggeri,false,2026-03-14T00:00:00,4.9,Sour
Gryning Ale,"Fruktig smak med tydlig beska, inslag av mango, grapefrukt, passionsfrukt och ananas.",Sörby Brygghus,false,2026-03-14T00:00:00,4.7,Lager
Skymning IPA,"Humlearomatisk smak, inslag av tallbarr, citron, ingefära och lakrits.",Toftby Brewing,false,2026-03-14T00:00:00,7.1,India Pale Ale
Skymning Stout,"Maltig smak, inslag av kavring, smörkola, nötter och torkad frukt.",Uddby Bryggeri,false,2026-03-14T00:00:00,5.4,Stout
Skymning Porter,"Fruktig, humlearomatisk smak med, inslag av aprikos, apelsinskal, kanel och vanilj.",Vissby Brygghus,false,2026-03-14T00:00:00,6.5,Porter
Skymning Lager,"Maltig, rostad smak med tydlig beska, inslag av kaffe, choklad, lakrits och tobak.",Ångsby Brewing,false,2026-03-14T00:00:00,4.4,Lager
Skymning NEIPA,"Kryddig smak, inslag av ingefära, kardemumma, kanel och pomerans.",Östby Bryggeri,false,2026-03-14T00:00:00,6.5,New England IPA
Skymning Saison,"Fruktig smak med liten sötma, inslag av hallon, jordgubbar, blåbär och aprikos.",Lindqvists Bryggeri,false,2026-03-14T00:00:00,6.7,Saison
Nattfrost IPA,"Bärig, syrlig smak, inslag av blåbär, hallon, citron och passionsfrukt.",Karlssons Bryggeri,false,2026-03-14T00:00:00,6.3,India Pale Ale
Nattfrost Stout,"Nyanserad, maltig smak med, inslag av knäckebröd, halm, dadlar och sockerkaka.",Erikssons Bryggeri,false,2026-03-14T00:00:00,6.2,Stout
Nattfrost Lager,"Brödig smak med tydlig beska och liten sötma, inslag av sirapslimpa, kavring, nötter och kaffe.",Petersons Bryggeri,false,2026-03-14T00:00:00,4.6,Lager
Nattfrost Porter,"Mycket fruktig smak med, inslag av ananas, mango, grapefrukt och aprikos.",Anderssons Bryggeri,false,2026-03-14T00:00:00,6.2,Porter
Nattfrost Pale Ale,"Maltig smak med tydlig beska, inslag av rosmarin, honung, citron och tallbarr.",Nilssons Bryggeri,false,2026-03-14T00:00:00,5.4,Pale Ale
Björkmossa IPA,"Fruktig smak, inslag av passionsfrukt, mango, ananas och pomerans.",Magnussons Bryggeri,false,2026-03-14T00:00:00,7.4,India Pale Ale
Björkmossa Saison,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av grapefrukt, citron, tallbarr och ingefära.",Perssons Bryggeri,false,2026-03-14T00:00:00,6.8,Saison
Björkmossa Weizen,"Maltig smak med liten sötma, inslag av vanilj, smörkola, dadlar och nötter.",Holmbergs Bryggeri,false,2026-03-14T00:00:00,5.4,Wheat Beer
Björkmossa Stout,"Kryddig smak med, inslag av kanel, kardemumma, rosmarin och pomerans.",Strömbergs Bryggeri,false,2026-03-14T00:00:00,6.9,Stout
Björkmossa Porter,"Fruktig, humlearomatisk smak, inslag av aprikos, hallon, grapefrukt och apelsinskal.",Bergströms Bryggeri,false,2026-03-14T00:00:00,6.9,Porter
Nattsvart Stout,"Maltig, rostad smak, inslag av choklad, kaffe, lakrits och tallkåda.",Söderbergs Bryggeri,false,2026-03-14T00:00:00,7.3,Stout
Nattsvart Porter,"Bärig, syrlig smak med liten sötma, inslag av jordgubbar, blåbär, hallon och passionsfrukt.",Lundbergs Bryggeri,false,2026-03-14T00:00:00,5.1,Porter
Nattsvart DIPA,"Nyanserad, maltig smak med tydlig beska, inslag av kavring, knäckebröd, honung och halm.",Björks Bryggeri,false,2026-03-14T00:00:00,7.9,Double IPA
Nattsvart IPA,"Humlearomatisk smak med, inslag av citron, grapefrukt, tallbarr och apelsinskal.",Lindgrens Bryggeri,false,2026-03-14T00:00:00,5.7,India Pale Ale
Nattsvart Lager,"Maltig smak, inslag av mango, aprikos, sockerkaka och smörkola.",Dahlbergs Bryggeri,false,2026-03-14T00:00:00,5.1,Lager
Rimfrost IPA,"Fruktig smak med tydlig beska, inslag av citron, pomerans, ingefära och kanel.",Sandbergs Bryggeri,false,2026-03-14T00:00:00,7.1,India Pale Ale
Rimfrost Lager,"Maltig, rostad smak med liten sötma, inslag av tobak, choklad, vanilj och smörkola.",Wallins Bryggeri,false,2026-03-14T00:00:00,4.9,Lager
Rimfrost Pilsner,"Mycket fruktig smak, inslag av passionsfrukt, hallon, jordgubbar och ananas.",Hedlunds Bryggeri,false,2026-03-14T00:00:00,5.4,Pilsner
Rimfrost Bock,"Maltig smak med tydlig beska och liten sötma, inslag av honung, kaffe, lakrits och nötter.",Sjöbergs Bryggeri,false,2026-03-14T00:00:00,6.4,Bock
Rimfrost Stout,"Fruktig smak, inslag av blåbär, hallon, aprikos och grapefrukt.",Svart Ek Bryggeri,false,2026-03-14T00:00:00,6.8,Stout
Rågkanon,"Brödig smak med, inslag av sirapslimpa, kavring, halm och honung.",Grå Dimma Brygghus,false,2026-03-14T00:00:00,4.9,Lager
Kornglögg,"Kryddig smak med tydlig beska, inslag av ingefära, rosmarin, lakrits och kardemumma.",Vit Berg Bryggeri,false,2026-03-14T00:00:00,4.6,Lager
Vetefunk,"Maltig smak, inslag av tallbarr, tallkåda, nötter och torkad frukt.",Blå Vik Brygghus,false,2026-03-14T00:00:00,5.3,Lager
Röktwist,"Fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, tallbarr, citron och mango.",Röd Dal Bryggeri,false,2026-03-14T00:00:00,4.5,Lager
Kallkraft,"Maltig smak med, inslag av honung, ljust bröd, apelsinskal och kaffe.",Gul Strand Brygghus,false,2026-03-14T00:00:00,4.4,Lager
Mörkrus,"Fruktig smak med tydlig beska, inslag av mango, grapefrukt, passionsfrukt och ananas.",Grön Skog Bryggeri,false,2026-03-14T00:00:00,5.3,Lager
Ljuslek,"Humlearomatisk smak, inslag av tallbarr, citron, ingefära och lakrits.",Mörk Källa Brygghus,false,2026-03-14T00:00:00,5.3,Lager
Soldans,"Maltig smak, inslag av kavring, smörkola, nötter och torkad frukt.",Ljus Äng Bryggeri,false,2026-03-14T00:00:00,4.3,Lager
Stormbrus,"Fruktig, humlearomatisk smak med, inslag av aprikos, apelsinskal, kanel och vanilj.",Kall Bäck Brygghus,false,2026-03-14T00:00:00,4.4,Lager
Nattklang,"Maltig, rostad smak med tydlig beska, inslag av kaffe, choklad, lakrits och tobak.",Vild Mark Bryggeri,false,2026-03-14T00:00:00,4.9,Lager
Höstdriv,"Kryddig smak, inslag av ingefära, kardemumma, kanel och pomerans.",Stolt Sten Brygghus,false,2026-03-14T00:00:00,4.5,Lager
Vårflöde,"Fruktig smak med liten sötma, inslag av hallon, jordgubbar, blåbär och aprikos.",Stark Ek Bryggeri,false,2026-03-14T00:00:00,4,Lager
Ekstorm,"Bärig, syrlig smak, inslag av blåbär, hallon, citron och passionsfrukt.",Fri Sjö Brygghus,false,2026-03-14T00:00:00,4,Lager
Stenfyr,"Nyanserad, maltig smak med, inslag av knäckebröd, halm, dadlar och sockerkaka.",Djup Ström Bryggeri,false,2026-03-14T00:00:00,4.2,Lager
Elddjup,"Brödig smak med tydlig beska och liten sötma, inslag av sirapslimpa, kavring, nötter och kaffe.",Bred Dal Brygghus,false,2026-03-14T00:00:00,4,Lager
Frosttyngd,"Mycket fruktig smak med, inslag av ananas, mango, grapefrukt och aprikos.",Lång Kust Bryggeri,false,2026-03-14T00:00:00,5.3,Lager
Vindlyft,"Maltig smak med tydlig beska, inslag av rosmarin, honung, citron och tallbarr.",Kustlinje Brewing,false,2026-03-14T00:00:00,5,Lager
Strandgång,"Fruktig smak, inslag av passionsfrukt, mango, ananas och pomerans.",Rimfrost Brewing,false,2026-03-14T00:00:00,5.3,Lager
Humleglögg,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av grapefrukt, citron, tallbarr och ingefära.",Vindkvarns Bryggeri,false,2026-03-14T00:00:00,4.9,Lager
Maltfunk,"Maltig smak med liten sötma, inslag av vanilj, smörkola, dadlar och nötter.",Rönninge Bryggeri,false,2026-03-14T00:00:00,4.1,Lager
Rågtwist,"Kryddig smak med, inslag av kanel, kardemumma, rosmarin och pomerans.",Stensunda Brygghus,false,2026-03-14T00:00:00,4.9,Lager
Kornkraft,"Fruktig, humlearomatisk smak, inslag av aprikos, hallon, grapefrukt och apelsinskal.",Ljungby Brygghus,false,2026-03-14T00:00:00,4.6,Lager
Vetevakt,"Maltig, rostad smak, inslag av choklad, kaffe, lakrits och tallkåda.",Qvists Bryggeri,false,2026-03-14T00:00:00,5.3,Lager
Röklek,"Bärig, syrlig smak med liten sötma, inslag av jordgubbar, blåbär, hallon och passionsfrukt.",Henrikssons Bryggeri,false,2026-03-14T00:00:00,5.2,Lager
Kalldans,"Nyanserad, maltig smak med tydlig beska, inslag av kavring, knäckebröd, honung och halm.",Gustafssons Bryggeri,false,2026-03-14T00:00:00,4.7,Lager
Mörkbrus,"Humlearomatisk smak med, inslag av citron, grapefrukt, tallbarr och apelsinskal.",Johanssons Bryggeri,false,2026-03-14T00:00:00,4.4,Lager
Ljusklang,"Maltig smak, inslag av mango, aprikos, sockerkaka och smörkola.",Svenssons Bryggeri,false,2026-03-14T00:00:00,4,Lager
Soldriv,"Fruktig smak med tydlig beska, inslag av citron, pomerans, ingefära och kanel.",Larssons Bryggeri,false,2026-03-14T00:00:00,4.3,Lager
Stormflöde,"Maltig, rostad smak med liten sötma, inslag av tobak, choklad, vanilj och smörkola.",Olssons Bryggeri,false,2026-03-14T00:00:00,4.8,Lager
Nattstorm,"Mycket fruktig smak, inslag av passionsfrukt, hallon, jordgubbar och ananas.",Halvorsens Bryggeri,false,2026-03-14T00:00:00,4.9,Lager
Höstfyr,"Maltig smak med tydlig beska och liten sötma, inslag av honung, kaffe, lakrits och nötter.",Lindstedts Bryggeri,false,2026-03-14T00:00:00,5.4,Lager
Vårdjup,"Fruktig smak, inslag av blåbär, hallon, aprikos och grapefrukt.",Sjöstrands Bryggeri,false,2026-03-14T00:00:00,5,Lager
Ektyngd,"Brödig smak med, inslag av sirapslimpa, kavring, halm och honung.",Forss Brygghus,false,2026-03-14T00:00:00,4,Lager
Stenlyft,"Kryddig smak med tydlig beska, inslag av ingefära, rosmarin, lakrits och kardemumma.",Lunds Bryggeri,false,2026-03-14T00:00:00,5,Lager
Eldgång,"Maltig smak, inslag av tallbarr, tallkåda, nötter och torkad frukt.",Grens Bryggeri,false,2026-03-14T00:00:00,4,Lager
Frostvakt,"Fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, tallbarr, citron och mango.",Åkessons Bryggeri,false,2026-03-14T00:00:00,5.4,Lager
Vindrus,"Maltig smak med, inslag av honung, ljust bröd, apelsinskal och kaffe.",Bergmans Bryggeri,false,2026-03-14T00:00:00,5.5,Lager
Strandlek,"Fruktig smak med tydlig beska, inslag av mango, grapefrukt, passionsfrukt och ananas.",Franssons Bryggeri,false,2026-03-14T00:00:00,5.1,Lager
Humlefunk,"Humlearomatisk smak, inslag av tallbarr, citron, ingefära och lakrits.",Håkans Bryggeri,false,2026-03-14T00:00:00,5.3,Lager
Malttwist,"Maltig smak, inslag av kavring, smörkola, nötter och torkad frukt.",Ljungs Bryggeri,false,2026-03-14T00:00:00,4.2,Lager
Rågrus,"Fruktig, humlearomatisk smak med, inslag av aprikos, apelsinskal, kanel och vanilj.",Nords Bryggeri,false,2026-03-14T00:00:00,5.2,Lager
Kornlek,"Maltig, rostad smak med tydlig beska, inslag av kaffe, choklad, lakrits och tobak.",Ryds Bryggeri,false,2026-03-14T00:00:00,4.8,Lager
Vetedans,"Kryddig smak, inslag av ingefära, kardemumma, kanel och pomerans.",Björkdalen Bryggeri,false,2026-03-14T00:00:00,5.3,Lager
Rökbrus,"Fruktig smak med liten sötma, inslag av hallon, jordgubbar, blåbär och aprikos.",Tallbacka Brygghus,false,2026-03-14T00:00:00,5.2,Lager
Kallklang,"Bärig, syrlig smak, inslag av blåbär, hallon, citron och passionsfrukt.",Norrgård Brewing,false,2026-03-14T00:00:00,4.4,Lager
Mörkdriv,"Nyanserad, maltig smak med, inslag av knäckebröd, halm, dadlar och sockerkaka.",Södertorp Bryggeri,false,2026-03-14T00:00:00,4.4,Lager
Ljusflöde,"Brödig smak med tydlig beska och liten sötma, inslag av sirapslimpa, kavring, nötter och kaffe.",Ekeby Brygghus,false,2026-03-14T00:00:00,4,Lager
Solstorm,"Mycket fruktig smak med, inslag av ananas, mango, grapefrukt och aprikos.",Vildmark Brewing,false,2026-03-14T00:00:00,5.1,Lager
Stormfyr,"Maltig smak med tydlig beska, inslag av rosmarin, honung, citron och tallbarr.",Stenby Bryggeri,false,2026-03-14T00:00:00,5.2,Lager
Nattdjup,"Fruktig smak, inslag av passionsfrukt, mango, ananas och pomerans.",Hagalund Brygghus,false,2026-03-14T00:00:00,5.5,Lager
Hösttyngd,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av grapefrukt, citron, tallbarr och ingefära.",Solvik Brewing,false,2026-03-14T00:00:00,4.3,Lager
Vårlyft,"Maltig smak med liten sötma, inslag av vanilj, smörkola, dadlar och nötter.",Frostmark Bryggeri,false,2026-03-14T00:00:00,5,Lager
Ekgång,"Kryddig smak med, inslag av kanel, kardemumma, rosmarin och pomerans.",Dalby Brygghus,false,2026-03-14T00:00:00,5.5,Lager
Stenkanon,"Fruktig, humlearomatisk smak, inslag av aprikos, hallon, grapefrukt och apelsinskal.",Holmvik Brewing,false,2026-03-14T00:00:00,4.7,Lager
Eldglögg,"Maltig, rostad smak, inslag av choklad, kaffe, lakrits och tallkåda.",Leksberg Bryggeri,false,2026-03-14T00:00:00,4,Lager
Frostfunk,"Bärig, syrlig smak med liten sötma, inslag av jordgubbar, blåbär, hallon och passionsfrukt.",Runby Brygghus,false,2026-03-14T00:00:00,5.4,Lager
Vindtwist,"Nyanserad, maltig smak med tydlig beska, inslag av kavring, knäckebröd, honung och halm.",Skogstorp Brewing,false,2026-03-14T00:00:00,4.5,Lager
Strandkraft,"Humlearomatisk smak med, inslag av citron, grapefrukt, tallbarr och apelsinskal.",Älvsby Bryggeri,false,2026-03-14T00:00:00,4.7,Lager
Humlerus,"Maltig smak, inslag av mango, aprikos, sockerkaka och smörkola.",Bergby Brygghus,false,2026-03-14T00:00:00,4.4,Lager
Maltlek,"Fruktig smak med tydlig beska, inslag av citron, pomerans, ingefära och kanel.",Ödeby Brewing,false,2026-03-14T00:00:00,5.3,Lager
Rågdans,"Maltig, rostad smak med liten sötma, inslag av tobak, choklad, vanilj och smörkola.",Kvarnby Bryggeri,false,2026-03-14T00:00:00,5.5,Lager
Kornbrus,"Mycket fruktig smak, inslag av passionsfrukt, hallon, jordgubbar och ananas.",Sandvik Brygghus,false,2026-03-14T00:00:00,4.5,Lager
Veteklang,"Maltig smak med tydlig beska och liten sötma, inslag av honung, kaffe, lakrits och nötter.",Torsby Brewing,false,2026-03-14T00:00:00,5.4,Lager
Rökdriv,"Fruktig smak, inslag av blåbär, hallon, aprikos och grapefrukt.",Vallvik Bryggeri,false,2026-03-14T00:00:00,5.2,Lager
Kallflöde,"Brödig smak med, inslag av sirapslimpa, kavring, halm och honung.",Åmot Brygghus,false,2026-03-14T00:00:00,4.4,Lager
Mörkstorm,"Kryddig smak med tydlig beska, inslag av ingefära, rosmarin, lakrits och kardemumma.",Björkö Brewing,false,2026-03-14T00:00:00,4.9,Lager
Ljusfyr,"Maltig smak, inslag av tallbarr, tallkåda, nötter och torkad frukt.",Granvik Bryggeri,false,2026-03-14T00:00:00,5.3,Lager
Soldjup,"Fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, tallbarr, citron och mango.",Valla Brygghus,false,2026-03-14T00:00:00,4.3,Lager
Stormtyngd,"Maltig smak med, inslag av honung, ljust bröd, apelsinskal och kaffe.",Stockby Brewing,false,2026-03-14T00:00:00,4.8,Lager
Nattlyft,"Fruktig smak med tydlig beska, inslag av mango, grapefrukt, passionsfrukt och ananas.",Ringby Bryggeri,false,2026-03-14T00:00:00,5.5,Lager
Höstgång,"Humlearomatisk smak, inslag av tallbarr, citron, ingefära och lakrits.",Norrby Brygghus,false,2026-03-14T00:00:00,4.5,Lager
Vårkanon,"Maltig smak, inslag av kavring, smörkola, nötter och torkad frukt.",Ingaby Brewing,false,2026-03-14T00:00:00,4,Lager
Ekfunk,"Fruktig, humlearomatisk smak med, inslag av aprikos, apelsinskal, kanel och vanilj.",Ekstad Bryggeri,false,2026-03-14T00:00:00,5.5,Lager
Stentwist,"Maltig, rostad smak med tydlig beska, inslag av kaffe, choklad, lakrits och tobak.",Almvik Brygghus,false,2026-03-14T00:00:00,4.7,Lager
Eldkraft,"Kryddig smak, inslag av ingefära, kardemumma, kanel och pomerans.",Furby Brewing,false,2026-03-14T00:00:00,4,Lager
Eldvakt,"Fruktig smak med liten sötma, inslag av hallon, jordgubbar, blåbär och aprikos.",Lövsta Bryggeri,false,2026-03-14T00:00:00,4,Lager
Strandflöde,"Bärig, syrlig smak, inslag av blåbär, hallon, citron och passionsfrukt.",Stensgård Brygghus,false,2026-03-14T00:00:00,4.7,Lager
Maltrus,"Nyanserad, maltig smak med, inslag av knäckebröd, halm, dadlar och sockerkaka.",Almby Brewing,false,2026-03-14T00:00:00,5.3,Lager
Rågbrus,"Brödig smak med tydlig beska och liten sötma, inslag av sirapslimpa, kavring, nötter och kaffe.",Grönby Bryggeri,false,2026-03-14T00:00:00,5.5,Lager
Korndriv,"Mycket fruktig smak med, inslag av ananas, mango, grapefrukt och aprikos.",Havsby Brygghus,false,2026-03-14T00:00:00,4.5,Lager
Vetefyr,"Maltig smak med tydlig beska, inslag av rosmarin, honung, citron och tallbarr.",Idby Brewing,false,2026-03-14T00:00:00,5.4,Lager
Soldans IPA,"Fruktig smak, inslag av passionsfrukt, mango, ananas och pomerans.",Järsby Bryggeri,false,2026-03-14T00:00:00,6,India Pale Ale
Stormbrus Stout,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av grapefrukt, citron, tallbarr och ingefära.",Källby Brygghus,false,2026-03-14T00:00:00,6.6,Stout
Nattklang Porter,"Maltig smak med liten sötma, inslag av vanilj, smörkola, dadlar och nötter.",Ljusby Brewing,false,2026-03-14T00:00:00,6.8,Porter
Höstdriv Amber Ale,"Kryddig smak med, inslag av kanel, kardemumma, rosmarin och pomerans.",Motby Bryggeri,false,2026-03-14T00:00:00,6.2,Amber Ale
Ekstorm IPA,"Maltig, rostad smak, inslag av choklad, kaffe, lakrits och tallkåda.",Parkby Brewing,false,2026-03-14T00:00:00,7,India Pale Ale
Stenfyr Lager,"Bärig, syrlig smak med liten sötma, inslag av jordgubbar, blåbär, hallon och passionsfrukt.",Rydby Bryggeri,false,2026-03-14T00:00:00,5.5,Lager
Elddjup Stout,"Nyanserad, maltig smak med tydlig beska, inslag av kavring, knäckebröd, honung och halm.",Sörby Brygghus,false,2026-03-14T00:00:00,7.4,Stout
Frosttyngd Bock,"Humlearomatisk smak med, inslag av citron, grapefrukt, tallbarr och apelsinskal.",Toftby Brewing,false,2026-03-14T00:00:00,6.6,Bock
Vindlyft IPA,"Maltig smak, inslag av mango, aprikos, sockerkaka och smörkola.",Uddby Bryggeri,false,2026-03-14T00:00:00,5.8,India Pale Ale
Strandgång Pale Ale,"Fruktig smak med tydlig beska, inslag av citron, pomerans, ingefära och kanel.",Vissby Brygghus,false,2026-03-14T00:00:00,4.9,Pale Ale
Humleglögg IPA,"Maltig, rostad smak med liten sötma, inslag av tobak, choklad, vanilj och smörkola.",Ångsby Brewing,false,2026-03-14T00:00:00,5.6,India Pale Ale
Maltfunk Lager,"Mycket fruktig smak, inslag av passionsfrukt, hallon, jordgubbar och ananas.",Östby Bryggeri,false,2026-03-14T00:00:00,4.3,Lager
Rågtwist Pale Ale,"Maltig smak med tydlig beska och liten sötma, inslag av honung, kaffe, lakrits och nötter.",Lindqvists Bryggeri,false,2026-03-14T00:00:00,6,Pale Ale
Kornkraft IPA,"Fruktig smak, inslag av blåbär, hallon, aprikos och grapefrukt.",Karlssons Bryggeri,false,2026-03-14T00:00:00,7.4,India Pale Ale
Vetevakt Lager,"Brödig smak med, inslag av sirapslimpa, kavring, halm och honung.",Erikssons Bryggeri,false,2026-03-14T00:00:00,5.2,Lager
Röklek Stout,"Kryddig smak med tydlig beska, inslag av ingefära, rosmarin, lakrits och kardemumma.",Petersons Bryggeri,false,2026-03-14T00:00:00,8.3,Stout
Kalldans Pilsner,"Maltig smak, inslag av tallbarr, tallkåda, nötter och torkad frukt.",Anderssons Bryggeri,false,2026-03-14T00:00:00,5.1,Pilsner
Mörkbrus Porter,"Fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, tallbarr, citron och mango.",Nilssons Bryggeri,false,2026-03-14T00:00:00,5.1,Porter
Ljusklang Lager,"Maltig smak med, inslag av honung, ljust bröd, apelsinskal och kaffe.",Magnussons Bryggeri,false,2026-03-14T00:00:00,4.8,Lager
Soldriv IPA,"Fruktig smak med tydlig beska, inslag av mango, grapefrukt, passionsfrukt och ananas.",Perssons Bryggeri,false,2026-03-14T00:00:00,7.1,India Pale Ale
Stormflöde Stout,"Humlearomatisk smak, inslag av tallbarr, citron, ingefära och lakrits.",Holmbergs Bryggeri,false,2026-03-14T00:00:00,6,Stout
Nattstorm Porter,"Maltig smak, inslag av kavring, smörkola, nötter och torkad frukt.",Strömbergs Bryggeri,false,2026-03-14T00:00:00,6.8,Porter
Höstfyr Amber Ale,"Fruktig, humlearomatisk smak med, inslag av aprikos, apelsinskal, kanel och vanilj.",Bergströms Bryggeri,false,2026-03-14T00:00:00,6.5,Amber Ale
Vårdjup Sour,"Maltig, rostad smak med tydlig beska, inslag av kaffe, choklad, lakrits och tobak.",Söderbergs Bryggeri,false,2026-03-14T00:00:00,5.2,Sour
Ektyngd DIPA,"Kryddig smak, inslag av ingefära, kardemumma, kanel och pomerans.",Lundbergs Bryggeri,false,2026-03-14T00:00:00,9.1,Double IPA
Stenlyft IPA,"Fruktig smak med liten sötma, inslag av hallon, jordgubbar, blåbär och aprikos.",Björks Bryggeri,false,2026-03-14T00:00:00,7.2,India Pale Ale
Eldgång Stout,"Bärig, syrlig smak, inslag av blåbär, hallon, citron och passionsfrukt.",Lindgrens Bryggeri,false,2026-03-14T00:00:00,6.4,Stout
Frostrus Bock,"Nyanserad, maltig smak med, inslag av knäckebröd, halm, dadlar och sockerkaka.",Dahlbergs Bryggeri,false,2026-03-14T00:00:00,7.3,Bock
Vindrus IPA,"Brödig smak med tydlig beska och liten sötma, inslag av sirapslimpa, kavring, nötter och kaffe.",Sandbergs Bryggeri,false,2026-03-14T00:00:00,6,India Pale Ale
Strandlek Pale Ale,"Mycket fruktig smak med, inslag av ananas, mango, grapefrukt och aprikos.",Wallins Bryggeri,false,2026-03-14T00:00:00,4.9,Pale Ale
Humlefunk IPA,"Maltig smak med tydlig beska, inslag av rosmarin, honung, citron och tallbarr.",Hedlunds Bryggeri,false,2026-03-14T00:00:00,6,India Pale Ale
Malttwist Lager,"Fruktig smak, inslag av passionsfrukt, mango, ananas och pomerans.",Sjöbergs Bryggeri,false,2026-03-14T00:00:00,5.3,Lager
Rågrus Session IPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av grapefrukt, citron, tallbarr och ingefära.",Svart Ek Bryggeri,false,2026-03-14T00:00:00,7.1,India Pale Ale
Kornlek Pilsner,"Maltig smak med liten sötma, inslag av vanilj, smörkola, dadlar och nötter.",Grå Dimma Brygghus,false,2026-03-14T00:00:00,4.9,Pilsner
Vetedans Weizen,"Kryddig smak med, inslag av kanel, kardemumma, rosmarin och pomerans.",Vit Berg Bryggeri,false,2026-03-14T00:00:00,5.1,Wheat Beer
Rökbrus Stout,"Fruktig, humlearomatisk smak, inslag av aprikos, hallon, grapefrukt och apelsinskal.",Blå Vik Brygghus,false,2026-03-14T00:00:00,4.8,Stout
Kallklang Lager,"Maltig, rostad smak, inslag av choklad, kaffe, lakrits och tallkåda.",Röd Dal Bryggeri,false,2026-03-14T00:00:00,5.2,Lager
Mörkdriv Porter,"Bärig, syrlig smak med liten sötma, inslag av jordgubbar, blåbär, hallon och passionsfrukt.",Gul Strand Brygghus,false,2026-03-14T00:00:00,6,Porter
Ljusflöde NEIPA,"Nyanserad, maltig smak med tydlig beska, inslag av kavring, knäckebröd, honung och halm.",Grön Skog Bryggeri,false,2026-03-14T00:00:00,6.8,New England IPA
Solstorm IPA,"Humlearomatisk smak med, inslag av citron, grapefrukt, tallbarr och apelsinskal.",Mörk Källa Brygghus,false,2026-03-14T00:00:00,7.5,India Pale Ale
Stormfyr Stout,"Maltig smak, inslag av mango, aprikos, sockerkaka och smörkola.",Ljus Äng Bryggeri,false,2026-03-14T00:00:00,5.1,Stout
Nattdjup Porter,"Fruktig smak med tydlig beska, inslag av citron, pomerans, ingefära och kanel.",Kall Bäck Brygghus,false,2026-03-14T00:00:00,5.6,Porter
Hösttyngd Bock,"Maltig, rostad smak med liten sötma, inslag av tobak, choklad, vanilj och smörkola.",Vild Mark Bryggeri,false,2026-03-14T00:00:00,6,Bock
Vårlyft Sour,"Mycket fruktig smak, inslag av passionsfrukt, hallon, jordgubbar och ananas.",Stolt Sten Brygghus,false,2026-03-14T00:00:00,3.8,Sour
Ekgång Amber Ale,"Maltig smak med tydlig beska och liten sötma, inslag av honung, kaffe, lakrits och nötter.",Stark Ek Bryggeri,false,2026-03-14T00:00:00,5.1,Amber Ale
Stenkanon IPA,"Fruktig smak, inslag av blåbär, hallon, aprikos och grapefrukt.",Fri Sjö Brygghus,false,2026-03-14T00:00:00,6.9,India Pale Ale
Eldglögg Stout,"Brödig smak med, inslag av sirapslimpa, kavring, halm och honung.",Djup Ström Bryggeri,false,2026-03-14T00:00:00,6.6,Stout
Frostfunk IPA,"Kryddig smak med tydlig beska, inslag av ingefära, rosmarin, lakrits och kardemumma.",Bred Dal Brygghus,false,2026-03-14T00:00:00,7.3,India Pale Ale
Vindtwist Pale Ale,"Maltig smak, inslag av tallbarr, tallkåda, nötter och torkad frukt.",Lång Kust Bryggeri,false,2026-03-14T00:00:00,4.9,Pale Ale
Strandkraft Lager,"Fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, tallbarr, citron och mango.",Kustlinje Brewing,false,2026-03-14T00:00:00,4.7,Lager
Humlerus IPA,"Maltig smak med, inslag av honung, ljust bröd, apelsinskal och kaffe.",Rimfrost Brewing,false,2026-03-14T00:00:00,6,India Pale Ale
Maltlek Stout,"Fruktig smak med tydlig beska, inslag av mango, grapefrukt, passionsfrukt och ananas.",Vindkvarns Bryggeri,false,2026-03-14T00:00:00,4.8,Stout
Rågdans Weizen,"Humlearomatisk smak, inslag av tallbarr, citron, ingefära och lakrits.",Rönninge Bryggeri,false,2026-03-14T00:00:00,4.7,Wheat Beer
Kornbrus IPA,"Maltig smak, inslag av kavring, smörkola, nötter och torkad frukt.",Stensunda Brygghus,false,2026-03-14T00:00:00,7.2,India Pale Ale
Veteklang Lager,"Fruktig, humlearomatisk smak med, inslag av aprikos, apelsinskal, kanel och vanilj.",Ljungby Brygghus,false,2026-03-14T00:00:00,4.1,Lager
